iter	MultiClass
723	0.3272830934
724	0.3271296147
725	0.3269668505
726	0.3267321494
727	0.3266464891
728	0.3264807177
729	0.3262509749
730	0.3258375287
731	0.3255842508
732	0.3253533925
733	0.3251501199
734	0.3247649194
735	0.324493679
736	0.3243449247
737	0.324063066
738	0.3239711574
739	0.3235927623
740	0.3234055909
741	0.3231893674
742	0.322726021
743	0.3221799245
744	0.3221119799
745	0.3218707102
746	0.3212840665
747	0.321003816
748	0.3208512362
749	0.320537408
750	0.320179713
751	0.3199148854
752	0.3197539362
753	0.3195153082
754	0.3190735143
755	0.3186041414
756	0.3183839148
757	0.3181856553
758	0.3180009799
759	0.3179316117
760	0.3177181275
761	0.3175893658
762	0.3170686878
763	0.3167328985
764	0.316616279
765	0.3164454579
766	0.3163014315
767	0.3160332225
768	0.3158370747
769	0.3156214802
770	0.3154277255
771	0.315132037
772	0.3148512537
773	0.3147897996
774	0.3145444275
775	0.3144263747
776	0.314207394
777	0.3140023293
778	0.3137549474
779	0.3134879148
780	0.3132132159
781	0.3130995631
782	0.3129112609
783	0.3125299901
784	0.3124393616
785	0.3121919807
786	0.3119092574
787	0.3116043019
788	0.3114916379
789	0.3112353403
790	0.3110942263
791	0.3109519856
792	0.3107225314
793	0.3105168044
794	0.3103762967
795	0.3101187467
796	0.3099517476
797	0.3097812053
798	0.3094882339
799	0.3093840377
800	0.3091160967
801	0.3087821753
802	0.3084453907
803	0.3083392034
804	0.3081462555
805	0.3080459596
806	0.3074211446
807	0.3070673848
808	0.3069063945
809	0.3067453948
810	0.3065536278
811	0.3063933811
812	0.3060629568
813	0.3059160561
814	0.3057439526
815	0.3055816348
816	0.3053368835
817	0.3051348037
818	0.3049959855
819	0.3047417524
820	0.3045838667
821	0.3042561034
822	0.3035217224
823	0.3033924763
824	0.3033279508
825	0.3031842038
826	0.3029676096
827	0.3028233043
828	0.3026157282
829	0.3025267472
830	0.302412422
831	0.3020849394
832	0.3018878253
833	0.3018122496
834	0.3016508321
835	0.3012436394
836	0.3010634845
837	0.300800025
838	0.300608009
839	0.3005104004
840	0.3001735163
841	0.2999365618
842	0.2995021517
843	0.2992354212
844	0.2990852376
845	0.2988594114
846	0.2984048016
847	0.2982412574
848	0.2980698071
849	0.2979444566
850	0.2976945653
851	0.297603197
852	0.2975057386
853	0.2973792083
854	0.2963356541
855	0.2961812663
856	0.2959672862
857	0.2958003912
858	0.2957256923
859	0.2955973096
860	0.2954946965
861	0.2954193364
862	0.2953110659
863	0.2952233666
864	0.295136497
865	0.2950227142
866	0.2949303426
867	0.2948007421
868	0.2947038766
869	0.2945362875
870	0.2944449145
871	0.2942140137
872	0.2940207008
873	0.2939329694
874	0.2929115163
875	0.2927069432
876	0.2926590814
877	0.2921981016
878	0.2920884302
879	0.2919201324
880	0.2918079188
881	0.2916991205
882	0.2915009272
883	0.2912176552
884	0.2911306122
885	0.2909858379
886	0.2909382239
887	0.2906614645
888	0.290584216
889	0.2904795527
890	0.2903711886
891	0.2902410779
892	0.2900824981
893	0.2897351404
894	0.2895928408
895	0.2893561916
896	0.2892341325
897	0.2889472087
898	0.2887112037
899	0.2884975326
900	0.2883553255
901	0.2881970537
902	0.2880747231
903	0.2878774901
904	0.2877207435
905	0.2874001603
906	0.2872488511
907	0.2871906711
908	0.2870714244
909	0.2869418386
910	0.2868514869
911	0.2866511821
912	0.2861873872
913	0.2859771339
914	0.2857123908
915	0.285498699
916	0.28529293
917	0.2851750274
918	0.2849571173
919	0.2848099443
920	0.2846679389
921	0.2842356278
922	0.2841565609
923	0.2840281733
924	0.283970774
925	0.2837722258
926	0.2835321596
927	0.2833448836
928	0.2832629173
929	0.2830580945
930	0.2827288454
931	0.2826336872
932	0.2825423899
933	0.2822032504
934	0.2820665021
935	0.281937305
936	0.2816811165
937	0.281540437
938	0.2813874143
939	0.2812029419
940	0.2809989389
941	0.2808984777
942	0.2805940097
943	0.2797870034
944	0.2795756927
945	0.279470625
946	0.279347013
947	0.2791766427
948	0.2791240621
949	0.2790082644
950	0.2788999698
951	0.2786466973
952	0.2785316876
953	0.2784167142
954	0.2777987914
955	0.2776321183
956	0.277499971
957	0.2774142837
958	0.2772453502
959	0.2771734429
960	0.2770171789
961	0.2765501625
962	0.2764037987
963	0.2762820257
964	0.2761305397
965	0.2759365592
966	0.2757380762
967	0.2756309813
968	0.2753762458
969	0.2745635027
970	0.2744618621
971	0.2741329001
972	0.2737489387
973	0.2736909376
974	0.273549365
975	0.2735049508
976	0.2733705261
977	0.2732647417
978	0.2730925003
979	0.2728889205
980	0.2727847432
981	0.2726748537
982	0.2723793939
983	0.2719085227
984	0.2717363519
985	0.2716145782
986	0.2714988287
987	0.2713395857
988	0.2712357462
989	0.2711168642
990	0.2710229305
991	0.2705247875
992	0.2702840207
993	0.2702077102
994	0.2700090308
995	0.2698694398
996	0.2694649406
997	0.2692932848
998	0.2691946353
999	0.2691477785
